,Test,Die,VDD (V),,,,Id1 (mA),Id2 ( mA),Freq (GHz),Pin (dBm),,Pin (dBm),,Pout (dBm),Gain (dB),,,,,,,,,,,
694255,POW1,AB13,4,#,#,#,41.24,91.1,15,-7,#,-7.058625,#,15.222,22.222,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.25,89.33,18,-7,#,-7.0185,#,13.66,20.66,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.27,97.51,6,-6,#,-6.035188,#,15.835,21.835,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.68,94.3,9,-6,#,-6.044625,#,15.438,21.438,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.37,92.93,12,-6,#,-6.052875,#,15.717,21.717,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.29,91.93,15,-6,#,-6.053625,#,15.997,21.997,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.24,89.87,18,-6,#,-6.0125,#,14.588,20.588,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.31,98.32,6,-5,#,-5.044188,#,16.102,21.102,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.74,95.49,9,-5,#,-5.055625,#,16.03,21.03,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.42,94.22,12,-5,#,-5.079875,#,16.325,21.325,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.29,92.92,15,-5,#,-5.062625,#,16.631,21.631,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.29,90.6,18,-5,#,-5.0215,#,15.479,20.479,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.05,98.96,6,-4,#,-4.030188,#,16.178,20.178,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.91,96.54,9,-4,#,-4.061625,#,16.482,20.482,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.44,96.01,12,-4,#,-4.067875,#,16.798,20.798,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.33,94.36,15,-4,#,-4.072625,#,17.127,21.127,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.3,91.51,18,-4,#,-4.0195,#,16.303,20.303,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.53,99.23,6,-3,#,-2.996188,#,16.18,19.18,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.05,97.09,9,-3,#,-3.040625,#,16.809,19.809,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.53,98.24,12,-3,#,-3.040875,#,17.157,20.157,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.35,96.21,15,-3,#,-3.064625,#,17.523,20.523,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.3,92.69,18,-3,#,-3.0315,#,16.98,19.98,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,40.62,98.99,6,-2,#,-1.973188,#,16.255,18.255,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.26,97.15,9,-2,#,-2.031625,#,17.05,19.05,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.61,100.6,12,-2,#,-2.037875,#,17.427,19.427,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.37,98.38,15,-2,#,-2.048625,#,17.844,19.844,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.31,94.35,18,-2,#,-2.0145,#,17.549,19.549,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,39.53,97.92,6,-1,#,-0.938188,#,16.464,17.464,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.52,96.77,9,-1,#,-1.025625,#,17.233,18.233,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.72,102.93,12,-1,#,-1.043875,#,17.631,18.631,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.46,100.81,15,-1,#,-1.049625,#,18.112,19.112,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.36,96.18,18,-1,#,-1.0065,#,18.027,19.027,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,38.24,95.87,6,0,#,0.137812,#,16.759,16.759,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.84,95.88,9,0,#,-0.010625,#,17.38,17.38,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.89,105.14,12,0,#,-0.040875,#,17.779,17.779,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.5,103.68,15,0,#,-0.053625,#,18.328,18.328,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.4,98.35,18,0,#,-0.0075,#,18.433,18.433,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,36.82,93.78,6,1,#,1.177812,#,17.004,16.004,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,43.22,94.41,9,1,#,1.018375,#,17.507,16.507,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.06,107.37,12,1,#,0.986125,#,17.886,16.886,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.59,106.97,15,1,#,0.964375,#,18.519,17.519,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.47,100.91,18,1,#,1.0135,#,18.759,17.759,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,35.29,92.12,6,2,#,2.188812,#,17.18,15.18,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,43.62,92.56,9,2,#,2.025375,#,17.609,15.609,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,42.35,109.5,12,2,#,1.995125,#,17.974,15.974,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.75,110.52,15,2,#,1.973375,#,18.674,16.674,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB13,4,#,#,#,41.56,103.95,18,2,#,2.0365,#,19.029,17.029,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.96,88.08,6,-13,#,-13.02519,#,10.203,23.203,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.93,87.12,9,-13,#,-12.96562,#,9.108,22.108,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.89,87,12,-13,#,-13.01988,#,9.322,22.322,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.78,86.87,15,-13,#,-13.03663,#,9.544,22.544,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.75,86.32,18,-13,#,-13.0015,#,7.67,20.67,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.08,88.76,6,-12,#,-12.01319,#,11.169,23.169,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.94,87.58,9,-12,#,-11.96063,#,10.088,22.088,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.85,87.33,12,-12,#,-11.96188,#,10.347,22.347,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.77,87.12,15,-12,#,-12.02062,#,10.534,22.534,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.74,86.44,18,-12,#,-11.9965,#,8.649,20.649,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.14,89.51,6,-11,#,-11.01619,#,12.115,23.115,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.94,88.07,9,-11,#,-10.96762,#,11.049,22.049,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.87,87.71,12,-11,#,-10.98387,#,11.288,22.288,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.79,87.41,15,-11,#,-11.04662,#,11.471,22.471,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.78,86.63,18,-11,#,-10.9895,#,9.644,20.644,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.22,90.52,6,-10,#,-10.04319,#,13.015,23.015,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.98,88.62,9,-10,#,-10.03063,#,11.939,21.939,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.87,88.13,12,-10,#,-10.03287,#,12.179,22.179,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.79,87.8,15,-10,#,-10.05663,#,12.4,22.4,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.76,86.83,18,-10,#,-9.9955,#,10.623,20.623,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.32,91.7,6,-9,#,-9.037188,#,13.906,22.906,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40,89.35,9,-9,#,-9.027625,#,12.886,21.886,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.87,88.71,12,-9,#,-9.030875,#,13.116,22.116,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.79,88.24,15,-9,#,-9.044625,#,13.344,22.344,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.77,87.13,18,-9,#,-8.9955,#,11.597,20.597,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.44,93.02,6,-8,#,-8.039188,#,14.711,22.711,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.08,90.25,9,-8,#,-8.042625,#,13.78,21.78,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.9,89.38,12,-8,#,-8.041875,#,14.003,22.003,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.81,88.85,15,-8,#,-8.044625,#,14.246,22.246,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.78,87.44,18,-8,#,-8.0005,#,12.554,20.554,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.57,94.31,6,-7,#,-7.043188,#,15.354,22.354,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.11,91.26,9,-7,#,-7.043625,#,14.634,21.634,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.87,90.23,12,-7,#,-7.055875,#,14.845,21.845,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.8,89.54,15,-7,#,-7.061625,#,15.092,22.092,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.78,87.87,18,-7,#,-7.0245,#,13.486,20.486,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.72,95.26,6,-6,#,-6.039188,#,15.842,21.842,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.2,92.43,9,-6,#,-6.044625,#,15.388,21.388,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.94,91.29,12,-6,#,-6.054875,#,15.616,21.616,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.85,90.34,15,-6,#,-6.055625,#,15.878,21.878,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.81,88.42,18,-6,#,-6.0155,#,14.421,20.421,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.79,95.78,6,-5,#,-5.048188,#,16.123,21.123,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.3,93.51,9,-5,#,-5.055625,#,15.981,20.981,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.95,92.6,12,-5,#,-5.082875,#,16.217,21.217,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.84,91.38,15,-5,#,-5.063625,#,16.519,21.519,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.83,89.09,18,-5,#,-5.0255,#,15.312,20.312,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.6,96.06,6,-4,#,-4.036188,#,16.215,20.215,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.43,94.39,9,-4,#,-4.061625,#,16.429,20.429,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.01,94.41,12,-4,#,-4.070875,#,16.698,20.698,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.87,92.87,15,-4,#,-4.073625,#,17.024,21.024,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.83,90.01,18,-4,#,-4.0235,#,16.148,20.148,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.08,96.05,6,-3,#,-3.007188,#,16.211,19.211,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.55,94.89,9,-3,#,-3.037625,#,16.751,19.751,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.05,96.55,12,-3,#,-3.045875,#,17.059,20.059,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.88,94.73,15,-3,#,-3.065625,#,17.431,20.431,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.85,91.25,18,-3,#,-3.0345,#,16.84,19.84,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.27,95.5,6,-2,#,-1.984188,#,16.265,18.265,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.77,94.92,9,-2,#,-2.027625,#,16.989,18.989,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.14,98.81,12,-2,#,-2.041875,#,17.338,19.338,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.94,96.88,15,-2,#,-2.050625,#,17.767,19.767,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.84,92.96,18,-2,#,-2.0155,#,17.427,19.427,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,38.18,94.23,6,-1,#,-0.950188,#,16.43,17.43,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,41.01,94.52,9,-1,#,-1.023625,#,17.17,18.17,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.26,101,12,-1,#,-1.049875,#,17.543,18.543,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40,99.34,15,-1,#,-1.055625,#,18.041,19.041,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.92,94.86,18,-1,#,-1.0085,#,17.921,18.921,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,36.87,92.45,6,0,#,0.128812,#,16.659,16.659,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,41.34,93.66,9,0,#,-0.003625,#,17.324,17.324,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.41,103.11,12,0,#,-0.042875,#,17.685,17.685,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.04,102.23,15,0,#,-0.051625,#,18.255,18.255,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,39.95,97.02,18,0,#,-0.0155,#,18.339,18.339,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,35.51,91.05,6,1,#,1.166812,#,16.861,15.861,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,41.77,92.33,9,1,#,1.020375,#,17.455,16.455,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.62,105.28,12,1,#,0.984125,#,17.791,16.791,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.13,105.45,15,1,#,0.962375,#,18.443,17.443,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40,99.68,18,1,#,1.0105,#,18.679,17.679,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,33.98,89.84,6,2,#,2.179812,#,17.033,15.033,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,42.19,90.7,9,2,#,2.027375,#,17.551,15.551,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.89,107.32,12,2,#,1.991125,#,17.878,15.878,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.28,108.83,15,2,#,1.971375,#,18.601,16.601,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB14,4,#,#,#,40.07,102.75,18,2,#,2.0335,#,18.959,16.959,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.9,88.66,6,-13,#,-13.01619,#,10.19,23.19,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.87,87.62,9,-13,#,-12.97062,#,9.16,22.16,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.79,87.49,12,-13,#,-13.01388,#,9.434,22.434,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.73,87.33,15,-13,#,-13.02662,#,9.662,22.662,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.66,86.71,18,-13,#,-13.0075,#,7.765,20.765,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.03,89.37,6,-12,#,-12.00619,#,11.154,23.154,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.86,88.14,9,-12,#,-11.96562,#,10.143,22.143,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.82,87.88,12,-12,#,-11.95687,#,10.465,22.465,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.73,87.63,15,-12,#,-12.00962,#,10.652,22.652,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.69,86.89,18,-12,#,-11.9875,#,8.773,20.773,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.09,90.24,6,-11,#,-11.01019,#,12.105,23.105,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.89,88.7,9,-11,#,-10.97162,#,11.106,22.106,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.77,88.27,12,-11,#,-10.97888,#,11.401,22.401,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.75,87.95,15,-11,#,-11.03862,#,11.583,22.583,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.69,87.06,18,-11,#,-10.9815,#,9.756,20.756,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.2,91.28,6,-10,#,-10.04319,#,13.001,23.001,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.91,89.32,9,-10,#,-10.02862,#,11.997,21.997,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.78,88.77,12,-10,#,-10.02787,#,12.295,22.295,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.75,88.4,15,-10,#,-10.04763,#,12.512,22.512,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.71,87.31,18,-10,#,-9.9865,#,10.733,20.733,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.3,92.6,6,-9,#,-9.036188,#,13.893,22.893,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.95,90.15,9,-9,#,-9.027625,#,12.945,21.945,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.81,89.39,12,-9,#,-9.025875,#,13.228,22.228,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.74,88.94,15,-9,#,-9.035625,#,13.456,22.456,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.72,87.65,18,-9,#,-8.9865,#,11.707,20.707,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.44,94.12,6,-8,#,-8.039188,#,14.697,22.697,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.03,91.15,9,-8,#,-8.042625,#,13.836,21.836,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.83,90.17,12,-8,#,-8.036875,#,14.113,22.113,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.75,89.55,15,-8,#,-8.036625,#,14.356,22.356,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.73,87.99,18,-8,#,-7.9905,#,12.665,20.665,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.58,95.61,6,-7,#,-7.042188,#,15.344,22.344,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.08,92.33,9,-7,#,-7.043625,#,14.687,21.687,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.86,91.08,12,-7,#,-7.049875,#,14.955,21.955,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.77,90.28,15,-7,#,-7.051625,#,15.197,22.197,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.76,88.44,18,-7,#,-7.0125,#,13.595,20.595,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.75,96.81,6,-6,#,-6.039188,#,15.838,21.838,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.16,93.58,9,-6,#,-6.044625,#,15.433,21.433,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.89,92.15,12,-6,#,-6.049875,#,15.717,21.717,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.78,91.1,15,-6,#,-6.046625,#,15.974,21.974,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.75,89.01,18,-6,#,-6.0075,#,14.523,20.523,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.84,97.68,6,-5,#,-5.047188,#,16.127,21.127,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.24,94.81,9,-5,#,-5.055625,#,16.023,21.023,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.9,93.49,12,-5,#,-5.077875,#,16.317,21.317,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.81,92.12,15,-5,#,-5.054625,#,16.606,21.606,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.75,89.73,18,-5,#,-5.0155,#,15.412,20.412,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.66,98.27,6,-4,#,-4.035188,#,16.22,20.22,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.37,95.83,9,-4,#,-4.060625,#,16.473,20.473,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.96,95.32,12,-4,#,-4.065875,#,16.787,20.787,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.8,93.59,15,-4,#,-4.065625,#,17.103,21.103,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.79,90.6,18,-4,#,-4.0115,#,16.247,20.247,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.15,98.59,6,-3,#,-3.003188,#,16.224,19.224,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.54,96.43,9,-3,#,-3.036625,#,16.796,19.796,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.03,97.61,12,-3,#,-3.039875,#,17.141,20.141,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.83,95.5,15,-3,#,-3.057625,#,17.498,20.498,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.82,91.84,18,-3,#,-3.0265,#,16.924,19.924,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.3,98.25,6,-2,#,-1.975188,#,16.294,18.294,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.71,96.55,9,-2,#,-2.031625,#,17.036,19.036,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.12,100.08,12,-2,#,-2.039875,#,17.412,19.412,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.88,97.68,15,-2,#,-2.042625,#,17.823,19.823,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.82,93.48,18,-2,#,-2.0005,#,17.504,19.504,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,39.26,97.09,6,-1,#,-0.946188,#,16.488,17.488,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.99,96.22,9,-1,#,-1.024625,#,17.217,18.217,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,41.2,102.39,12,-1,#,-1.046875,#,17.615,18.615,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.93,100.16,15,-1,#,-1.039625,#,18.092,19.092,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,40.85,95.42,18,-1,#,-1.0015,#,17.983,18.983,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,37.98,94.89,6,0,#,0.132812,#,16.766,16.766,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,AB17,4,#,#,#,42.34,95.31,9,0,#,-0.004625,#,17.368,17.368,#,#,#,#,#,#,#,#,#,#,#
